"","name","Year_in","Year_out","Type","City","Organization","Unit","is_elite"
"803","Ибрагимов",2017,2019,"Работа","Пермь, Пермский край, РФ","Администрация губернатора Пермского края",NA,"элита"
"804","Ибрагимов",2019,2019,"Работа","Пермь, Пермский край, РФ","Министерство территориальной безопасности",NA,"элита"
"805","Килейко",1973,NA,"Родился","Пермь, Пермский край, РФ",NA,NA,"до"
"806","Килейко",1990,1995,"Учеба","Пермь, Пермский край, РФ","Пермский государственный университет","Геологический факультет","до"
"807","Килейко",1995,1997,"Работа","Пермь, Пермский край, РФ"," АО «Пермнефтегеофизика»",NA,"до"
"808","Килейко",1997,2000,"Работа","Пермь, Пермский край, РФ","ТОО «Новик»",NA,"до"
"809","Килейко",2000,2003,"Работа","Пермь, Пермский край, РФ","ООО «Лукойл-Пермнефть»",NA,"до"
"810","Килейко",2003,2004,"Работа","Москва, РФ","«Лукойл Оверсиз»",NA,"до"
"811","Килейко",2004,2006,"Работа","Каир, Египет","«Лукойл Оверсиз»",NA,"до"
"812","Килейко",2006,2007,"Работа","Москва, РФ","«Лукойл Оверсиз»",NA,"до"
"813","Килейко",2007,2010,"Работа","Пермь, Пермский край, РФ","ООО «Нефтьсервисхолдинг»",NA,"до"
"814","Килейко",2010,2015,"Работа","Казахстан","ООО «ПИТЦ Геофизика»",NA,"до"
"815","Килейко",2010,2015,"Работа","Казахстан","ТОО «Геофизическая компания «Каспий»",NA,"до"
"816","Килейко",2015,2017,"Работа","Пермь, Пермский край, РФ","ООО «Нефтьсервисхолдинг»",NA,"до"
"817","Килейко",2017,2020,"Работа","Пермь, Пермский край, РФ","Министерство природных ресурсов",NA,"элита"
"818","Политов",1979,NA,"Родился","Ферма, Пермский край, РФ",NA,NA,"до"
"819","Политов",1996,2001,"Учеба","Пермь, Пермский край, РФ","Пермский государственный университет","Факультет политологии","до"
"820","Политов",2001,2005,"Работа","Пермь, Пермский край, РФ","Пермский национальный исследовательский политехнический университет",NA,"до"
"821","Политов",2005,2017,"Работа","Пермь, Пермский край, РФ","Администрация губернатора Пермского края",NA,"до"
"822","Политов",2017,2021,"Работа","Пермь, Пермский край, РФ","Администрация губернатора Пермского края",NA,"элита"
"823","Дорофеева",1976,NA,"Родился","Пермь, Пермский край, РФ",NA,NA,"до"
"824","Дорофеева",1992,1997,"Учеба","Пермь, Пермский край, РФ","Пермский государственный университет","Юридический факультет","до"
"825","Дорофеева",1997,2006,"Работа","Пермь, Пермский край, РФ","Администрация Пермской области",NA,"до"
"826","Дорофеева",2006,2012,"Работа","Пермь, Пермский край, РФ","Администрация губернатора Пермского края",NA,"до"
"827","Дорофеева",2012,2017,"Работа","Пермь, Пермский край, РФ","Агентство по делам юстиции и мировых судей",NA,"элита"
"828","Дорофеева",2017,2019,"Работа","Пермь, Пермский край, РФ","Администрация губернатора Пермского края",NA,"элита"
"829","Дорофеева",2020,2021,"Работа","Пермь, Пермский край, РФ","Пермский государственный университет",NA,"после"
"830","Григорьев",2003,2008,"Учеба","Москва, РФ","Высшая школа экономики",NA,"до"
"831","Григорьев",2008,2017,"Работа","Москва, РФ","Правительство Москвы",NA,"до"
"832","Григорьев",2017,2019,"Работа","Пермь, Пермский край, РФ","Министерство экономического развития и инвестиций",NA,"до"
"833","Григорьев",2019,2020,"Работа","Пермь, Пермский край, РФ","Администрация губернатора Пермского края",NA,"элита"
"834","Григорьев",2020,2021,"Работа","Москва, РФ","Министерство экономического развития",NA,"после"
"835","Юревич",1969,NA,"Родился","Челябинск, Челябинская область, РФ",NA,NA,"до"
"836","Юревич",1976,1987,"Учеба","Челябинск, Челябинская область, РФ","Школа № 138",NA,"до"
"837","Юревич",1987,1992,"Учеба","Челябинск, Челябинская область, РФ","ЮУрГУ","Архитектурно-строительный факультет","до"
"838","Юревич",1992,1995,"Работа","Челябинск, Челябинская область, РФ","ТОО ""Торгово-промышленная фирма ""Темп Лтд""",NA,"до"
"839","Юревич",1993,1999,"Работа","Челябинск, Челябинская область, РФ","ОАО ""Первый хлебокомбинат""",NA,"до"
"840","Юревич",1995,2021,"Работа","Челябинск, Челябинская область, РФ","АО «Макфа»",NA,"до"
"841","Юревич",1999,2005,"Работа","Москва, РФ","Государственная Дума","фракция Единая Россия","до"
"842","Юревич",2005,2010,"Работа","Челябинск, Челябинская область, РФ","Администрация города","руководство","до"
"843","Юревич",2010,2014,"Работа","Челябинск, Челябинская область, РФ","Администрация Губернатора Челябинской области","Губернатор","элита"
"844","Юревич",2014,2016,"Работа","Москва, РФ","Государственная Дума","фракция Единая Россия","после"
"845","Юревич",2017,2019,"Уголовное дело","Израиль","Уголовное преследование",NA,"после"
"846","Юревич",2019,2021,"Уголовное дело","Великобритания","Уголовное преследование",NA,"после"
"847","Евдокимов",1972,NA,"Родился","Ревда, Свердловская область, РФ",NA,NA,"до"
"848","Евдокимов",1989,1994,"Учеба","Челябинск, Челябинская область, РФ","ЧГИК",NA,"до"
"849","Евдокимов",1992,2004,"Работа","Челябинск, Челябинская область, РФ","ООО «Коммерческие коммуникации»",NA,"до"
"850","Евдокимов",2004,2004,"Работа","Челябинск, Челябинская область, РФ","ООО ""Азбука""",NA,"до"
"851","Евдокимов",2005,2005,"Работа","Челябинск, Челябинская область, РФ","Администрация города","Комитет по управлению имуществом и земельными отношениями","до"
"852","Евдокимов",2005,2010,"Работа","Челябинск, Челябинская область, РФ","Администрация города","руководство_f(x)","до"
"853","Евдокимов",2010,2012,"Работа","Челябинск, Челябинская область, РФ","Администрация Губернатора Челябинской области","руководство","элита"
"854","Евдокимов",2012,2021,"Работа","Челябинск, Челябинская область, РФ","Правительство Челябинской области","руководство","элита"
"855","Назаров",1963,NA,"Родился","Челябинск, Челябинская область, РФ",NA,NA,"до"
"856","Назаров",1980,1985,"Учеба","Челябинск, Челябинская область, РФ","ЮУрГУ","Энергетический факультет","до"
"857","Назаров",1985,1987,"Работа","Москва, РФ","Машиностроительный завод им. М. В. Хруничева",NA,"до"
"858","Назаров",1987,1989,"Работа","Москва, РФ","Московский техникум космического машиностроения",NA,"до"
"859","Назаров",1989,1990,"Работа","Москва, РФ","КООП ""Аркада""",NA,"до"
"860","Назаров",1991,1993,"Работа","Москва, РФ","ПКО  ""АПЕКС""",NA,"до"
"861","Назаров",1993,1994,"Работа","Москва, РФ","ТОО ""Зенон""",NA,"до"
"862","Назаров",1994,1998,"Работа","Москва, РФ","Коммерческий банк ""Бизнес-паритет""",NA,"до"
"863","Назаров",1998,2005,"Работа","Москва, РФ","ОАО ""Лесбанк""",NA,"до"
"864","Назаров",2005,2011,"Работа","Москва, РФ","ООО «Вест-тех»",NA,"до"
"865","Назаров",2011,2014,"Работа","Москва, РФ","Постоянное представительство Челябинской области при Правительстве РФ",NA,"элита"
"866","Грачев",1966,NA,"Родился","Светлый, Оренбургская область, РФ",NA,NA,"до"
"867","Грачев",1985,1990,"Учеба","Екатеринбург, Свердловская область, РФ","УрФУ","Факультет журналистики","до"
"868","Грачев",1990,2004,"Работа","Челябинск, Челябинская область, РФ","Газета ""Вечерний Челябинск""",NA,"до"
"869","Грачев",2004,2005,"Работа","Москва, РФ","Государственная Дума","Помощник Юревича","до"
"870","Грачев",2005,2005,"Работа","Челябинск, Челябинская область, РФ","АО «Макфа»",NA,"до"
"871","Грачев",2005,2010,"Работа","Челябинск, Челябинская область, РФ","Администрация города","руководство_f(x)","до"
"872","Грачев",2010,2013,"Работа","Челябинск, Челябинская область, РФ","Администрация Губернатора Челябинской области","руководство","элита"
"873","Грачев",2014,2021,"Работа","Челябинск, Челябинская область, РФ","Русская медная компания",NA,"после"
"874","Уфимцев",1960,NA,"Родился","Гиагинская, Краснодарский край, РФ",NA,NA,"до"
"875","Уфимцев",1978,1983,"Учеба","Челябинск, Челябинская область, РФ","Южно-Уральский государственный гуманитарно-педагогический университет","Исторический факультет","до"
"876","Уфимцев",1985,1987,"Работа","Челябинск, Челябинская область, РФ","ВЛКСМ","Советский районный комитет","до"
"877","Уфимцев",1987,1990,"Работа","Челябинск, Челябинская область, РФ","ВЛКСМ","Челябинский областной комитет","до"
"878","Уфимцев",1990,1992,"Работа","Челябинск, Челябинская область, РФ","Форум-банк",NA,"до"
"879","Уфимцев",1992,1994,"Работа","Челябинск, Челябинская область, РФ","Комзембанк",NA,"до"
"880","Уфимцев",1994,1996,"Работа","Челябинск, Челябинская область, РФ","Тверьуниверсал-банк",NA,"до"
"881","Уфимцев",1996,1999,"Работа","Челябинск, Челябинская область, РФ","Промстройбанк",NA,"до"
"882","Уфимцев",1999,2000,"Работа","Москва, РФ","Государственная Дума","Избирательный штаб Юревича","до"
"883","Уфимцев",2000,2002,"Работа","Челябинск, Челябинская область, РФ","ОАО ""Челябинскоблгаз""",NA,"до"
"884","Уфимцев",2002,2003,"Работа","Челябинск, Челябинская область, РФ","Народная партия РФ",NA,"до"
"885","Уфимцев",2003,2004,"Работа","Москва, РФ","Государственная Дума","Избирательный штаб Юревича","до"
"886","Уфимцев",2004,2005,"Работа","Челябинск, Челябинская область, РФ","Газета ""Вечерний Челябинск""",NA,"до"
"887","Уфимцев",2005,2005,"Работа","Челябинск, Челябинская область, РФ","ООО ""Эмитент-консалтинг""",NA,"до"
"888","Уфимцев",2005,2010,"Работа","Челябинск, Челябинская область, РФ","Администрация города","руководство_f(x)","до"
"889","Уфимцев",2010,2013,"Работа","Челябинск, Челябинская область, РФ","Администрация Губернатора Челябинской области","руководство","элита"
"890","Уфимцев",2014,2018,"Уголовное дело","Челябинск, Челябинская область, РФ","Уголовное преследование",NA,"после"
"891","Уфимцев",2018,2021,"Уголовное дело","Израиль","Уголовное преследование",NA,"после"
"892","Сандаков",1977,NA,"Родился","Камызяк, Астраханская область, РФ",NA,NA,"до"
"893","Сандаков",1984,1994,"Учеба","Манюки, Брянская область, РФ","Школа",NA,"до"
"894","Сандаков",1996,2001,"Учеба","Астрахань, Астраханская область, РФ","Астраханский государственный университет","Юридический факультет","до"
"895","Сандаков",2004,2006,"Работа","Камызяк, Астраханская область, РФ","Администрация района",NA,"до"
"896","Сандаков",2006,2008,"Работа","Астрахань, Астраханская область, РФ","Министерство сельского хозяйства",NA,"до"
"897","Сандаков",2008,2009,"Работа","Астрахань, Астраханская область, РФ","Администрация губернатора Астраханской области",NA,"до"
"898","Сандаков",2010,2013,"Работа","Челябинск, Челябинская область, РФ","Администрация Губернатора Челябинской области","советник губернатора","до"
"899","Сандаков",2013,2015,"Работа","Челябинск, Челябинская область, РФ","Администрация Губернатора Челябинской области","руководство","элита"
"900","Сандаков",2016,2020,"Уголовное дело","Челябинск, Челябинская область, РФ","Уголовное преследование",NA,"после"
"901","Комяков",1952,NA,"Родился","Челябинск, Челябинская область, РФ",NA,NA,"до"
"902","Комяков",1970,1975,"Учеба","Челябинск, Челябинская область, РФ","ЮУрГУ","Энергетический факультет","до"
"903","Комяков",1976,1979,"Работа","Челябинск, Челябинская область, РФ","ВЛКСМ","Металлургический райком","до"
"904","Комяков",1975,2005,"Работа","Челябинск, Челябинская область, РФ","ОАО ""Мечел""",NA,"до"
"905","Комяков",2005,2009,"Работа","Челябинск, Челябинская область, РФ","Городская Дума",NA,"до"
"906","Комяков",2009,2010,"Работа","Челябинск, Челябинская область, РФ","Администрация города","руководство_f(x)","до"
"907","Комяков",2010,2013,"Работа","Челябинск, Челябинская область, РФ","Администрация Губернатора Челябинской области","руководство","элита"
"908","Комяков",2013,2016,"Работа","Челябинск, Челябинская область, РФ","Правительство Челябинской области","руководство","элита"
"909","Комяков",2016,2016,"Работа","Челябинск, Челябинская область, РФ","Контрольно-счетная палата Челябинской области",NA,"после"
"910","Комяков",2019,2021,"Работа","Челябинск, Челябинская область, РФ","Министерство промышленности",NA,"после"
"911","Комяков",2019,2021,"Работа","Челябинск, Челябинская область, РФ","Союз промышленников и предпринимателей Челябинской области",NA,"после"
"912","Гехт",1969,NA,"Родился","Щучье, Курганская область, РФ",NA,NA,"до"
"913","Гехт",1977,1987,"Учеба","Радужный, ХМАО, РФ","Школа",NA,"до"
"914","Гехт",1987,1992,"Учеба","Челябинск, Челябинская область, РФ","ЧелГУ","Исторический факультет","до"
"915","Гехт",1995,1998,"Учеба","Челябинск, Челябинская область, РФ","ЧелГУ","Исторический факультет","до"
"916","Гехт",2006,2010,"Работа","Челябинск, Челябинская область, РФ","ЧелГУ","Кафедра социальной работы","до"
"917","Гехт",2001,2010,"Работа","Москва, РФ","Государственная Дума","Помощник депутата Михаила Гришанкова","до"
"918","Гехт",2003,2006,"Работа","Челябинск, Челябинская область, РФ","Заксобрание Челябинской области","общественный совет при Комитете по социальной политике","до"
"919","Гехт",2006,2010,"Работа","Челябинск, Челябинская область, РФ","Общественная палата Челябинской области",NA,"до"
"920","Гехт",2010,2011,"Работа","Челябинск, Челябинская область, РФ","Минсоц Челябинской области",NA,"до"
"921","Гехт",2011,2012,"Работа","Челябинск, Челябинская область, РФ","Минсоц Челябинской области",NA,"элита"
"922","Гехт",2012,2013,"Работа","Челябинск, Челябинская область, РФ","Администрация Губернатора Челябинской области","руководство","элита"
"923","Гехт",2013,2014,"Работа","Челябинск, Челябинская область, РФ","Правительство Челябинской области","руководство","элита"
"924","Гехт",2014,2019,"Работа","Москва, РФ","Совет Федерации РФ",NA,"после"
"925","Гехт",2019,2021,"Работа","Челябинск, Челябинская область, РФ","Правительство Челябинской области","руководство","элита"
"926","Феклин",1958,NA,"Родился","Янг-Майдан, Руспублика Мордовия, РФ",NA,NA,"до"
"927","Феклин",1975,1976,"Работа","Чебаркуль, Челябинская область, РФ","Чебаркульский металлургический завод",NA,"до"
"928","Феклин",1976,1981,"Учеба","Челябинск, Челябинская область, РФ","ЮУрГУ","Энергетический факультет","до"
"929","Феклин",1981,1983,"Работа","Миасс, Челябинская область, РФ","Государственный ракетный центр имени Макеева",NA,"до"
"930","Феклин",1983,1984,"Работа","Миасс, Челябинская область, РФ","Миасский электромеханический НИИ",NA,"до"
"931","Феклин",1984,1993,"Работа","Челябинск, Челябинская область, РФ","КГБ СССР по Челябинской области",NA,"до"
"932","Феклин",1993,1996,"Работа","Челябинск, Челябинская область, РФ","ТОО Концерн ""Лидер""",NA,"до"
"933","Феклин",1996,1998,"Работа","Челябинск, Челябинская область, РФ","ЗАО ""Уралтехпром""",NA,"до"
"934","Феклин",1998,2004,"Работа","Челябинск, Челябинская область, РФ","ГУП ""Продовольственная корпорация Челябинской области""",NA,"до"
"935","Феклин",2004,2012,"Работа","Челябинск, Челябинская область, РФ","Министерство сельского хозяйства",NA,"элита"
"936","Феклин",2012,2014,"Работа","Челябинск, Челябинская область, РФ","Администрация Губернатора Челябинской области","руководство","элита"
"937","Феклин",2014,2021,"Работа","Челябинск, Челябинская область, РФ","ООО «Уралтехпром Холдинг»",NA,"после"
"938","Мурог",1965,NA,"Родился","Ряжск, Рязанская область, РФ",NA,NA,"до"
"939","Мурог",1982,1987,"Учеба","Рязань, Рязанская область, РФ","РВАИ им. В. П. Дубынина",NA,"до"
"940","Мурог",1987,2004,"Работа","Рязань, Рязанская область, РФ","РВАИ им. В. П. Дубынина",NA,"до"
"941","Мурог",2001,2004,"Учеба","Москва, РФ","ВУНЦ СВ ОВА ВС РФ",NA,"до"
"942","Мурог",2004,2009,"Работа","Уссурийск, Приморский край, РФ","УВВАКУ",NA,"до"
"943","Мурог",2009,2011,"Работа","Челябинск, Челябинская область, РФ","Челябинское высшее военное автомобильное командно-инженерное училище имени П. А. Ротмистрова",NA,"до"
"944","Мурог",2011,2012,"Работа","Новосибирск, Новосибирская область, РФ","Новосибирское высшее военное командное училище",NA,"до"
"945","Мурог",2012,2013,"Работа","Челябинск, Челябинская область, РФ","Администрация Губернатора Челябинской области","руководство","элита"
"946","Мурог",2013,2014,"Работа","Челябинск, Челябинская область, РФ","Правительство Челябинской области","руководство","элита"
"947","Мурог",2015,2021,"Работа","Рязань, Рязанская область, РФ","Рязанский институт (филиал) Московского Политехнического университета",NA,"после"
"948","Мурог",2015,2021,"Работа","Рязань, Рязанская область, РФ","Областная Дума",NA,"после"
"949","Комаров",1969,NA,"Родился","Челябинск, Челябинская область, РФ",NA,NA,"до"
"950","Комаров",1991,1994,"Работа","Челябинск, Челябинская область, РФ","ОАО ""Мечел""",NA,"до"
"951","Комаров",1997,2002,"Учеба","Челябинск, Челябинская область, РФ","Южно-Уральский государственный гуманитарно-педагогический университет","Факультет психологии","до"
"952","Комаров",2002,2008,"Работа","Челябинск, Челябинская область, РФ","ФСБ России по Челябинской области",NA,"до"
"953","Комаров",2008,2010,"Работа","Челябинск, Челябинская область, РФ","Администрация Губернатора Челябинской области","помощник губернатора","до"
"954","Комаров",2008,2015,"Работа","Челябинск, Челябинская область, РФ","Администрация Губернатора Челябинской области","руководство","элита"
"955","Алексеев",1995,1998,"Учеба","Челябинск, Челябинская область, РФ","Челябинский автотранспортный техникум",NA,"до"
"956","Алексеев",1998,2003,"Учеба","Троицк, Челябинская область, РФ","Южно-Уральский государственный аграрный университет",NA,"до"
"957","Алексеев",2003,2008,"Работа","Челябинск, Челябинская область, РФ","ЗАО ""Торговый дом Уралнефтепродукт""",NA,"до"
"958","Алексеев",2008,2010,"Работа","Челябинск, Челябинская область, РФ","Администрация города","МУ Информационно-аналитический центр","до"
"959","Алексеев",2006,2009,"Работа","Челябинск, Челябинская область, РФ","Общественная палата Челябинской области",NA,"до"
"960","Алексеев",2010,2014,"Работа","Челябинск, Челябинская область, РФ","Администрация Губернатора Челябинской области","руководство","элита"
"961","Алексеев",2014,2015,"Работа","Челябинск, Челябинская область, РФ","Управление делами Правительства Челябинской области",NA,"элита"
"962","Алексеев",2015,2020,"Работа","Челябинск, Челябинская область, РФ","Управление делами правительства и губернатора Челябинской области",NA,"элита"
"963","Алексеев",2020,2021,"Работа","Челябинск, Челябинская область, РФ","ООО «Протокол»",NA,"после"
"964","Полозов",1979,NA,"Родился","Озерск, Челябинская область, РФ",NA,NA,"до"
"965","Полозов",1986,1994,"Учеба","Озерск, Челябинская область, РФ","Школа № 29",NA,"до"
"966","Полозов",1994,1996,"Учеба","Озерск, Челябинская область, РФ","Школа № 33",NA,"до"
"967","Полозов",1996,2001,"Учеба","Екатеринбург, Свердловская область, РФ","УрФУ","Факультет журналистики","до"
"968","Полозов",2001,2006,"Работа","Екатеринбург, Свердловская область, РФ","Znak.com",NA,"до"
"969","Полозов",2006,2010,"Работа","Екатеринбург, Свердловская область, РФ","Ura.ru",NA,"до"
"970","Полозов",2010,2013,"Работа","Челябинск, Челябинская область, РФ","Администрация Губернатора Челябинской области","руководство","элита"
"971","Полозов",2014,2015,"Работа","Челябинск, Челябинская область, РФ","74.ru",NA,"после"
"972","Полозов",2017,2018,"Работа","Челябинск, Челябинская область, РФ","Эхо Москвы",NA,"после"
"973","Полозов",2018,2021,"Работа","Екатеринбург, Свердловская область, РФ","Эхо Москвы",NA,"после"
"974","Пшеницын",1965,NA,"Родился","Челябинск, Челябинская область, РФ",NA,NA,"до"
"975","Пшеницын",1985,1989,"Учеба","Челябинск, Челябинская область, РФ","ЧелГУ","Исторический факультет","до"
"976","Пшеницын",1988,1990,"Работа","Челябинск, Челябинская область, РФ","ВЛКСМ","комитет ВЛКСМ ЧелГУ","до"
"977","Пшеницын",1991,1992,"Работа","Челябинск, Челябинская область, РФ","СП «Авеста»",NA,"до"
"978","Пшеницын",1992,1993,"Работа","Челябинск, Челябинская область, РФ","АО «Синтез-холдинг»",NA,"до"
"979","Пшеницын",1993,1995,"Работа","Челябинск, Челябинская область, РФ","Акционерный коммерческий банк ""Синтез"".",NA,"до"
"980","Пшеницын",1995,1999,"Работа","Челябинск, Челябинская область, РФ","Администрация Челябинской области","Комитет по экономике","до"
"981","Пшеницын",1995,1997,"Учеба","Челябинск, Челябинская область, РФ","ЧелГУ","Экономический факультет","до"
"982","Пшеницын",1999,2004,"Работа","Челябинск, Челябинская область, РФ","Администрация Челябинской области","Главное финансовое управление","до"
"983","Пшеницын",2004,2009,"Работа","Челябинск, Челябинская область, РФ","Минфин Челябинской области",NA,"до"
"984","Пшеницын",2010,2010,"Работа","Челябинск, Челябинская область, РФ","ФОМС",NA,"до"
"985","Пшеницын",2010,2021,"Работа","Челябинск, Челябинская область, РФ","Минфин Челябинской области",NA,"элита"
"986","Мурзина",1960,NA,"Родился","Троицк, Челябинская область, РФ",NA,NA,"до"
"987","Мурзина",1977,1982,"Учеба","Челябинск, Челябинская область, РФ","ЮУрГУ","Факультет материаловедения и металлургических технологий","до"
"988","Мурзина",1982,1984,"Работа","Челябинск, Челябинская область, РФ","ВЛКСМ","Центральный райком (металлургический факультет ЧПИ)","до"
"989","Мурзина",1984,1992,"Работа","Челябинск, Челябинская область, РФ","ВЛКСМ","Челябинский горком","до"
"990","Мурзина",1992,1994,"Работа","Челябинск, Челябинская область, РФ","ЧЭМК",NA,"до"
"991","Мурзина",1994,1999,"Работа","Челябинск, Челябинская область, РФ","НПП «Университет»",NA,"до"
"992","Мурзина",1999,2004,"Работа","Челябинск, Челябинская область, РФ","Администрация Челябинской области","Комитет по экономике","до"
"993","Мурзина",2004,2008,"Работа","Челябинск, Челябинская область, РФ","Минэкономразвития Челябинской области",NA,"до"
"994","Мурзина",2008,2015,"Работа","Челябинск, Челябинская область, РФ","Минэкономразвития Челябинской области",NA,"элита"
"995","Мурзина",2015,2021,"Работа","Челябинск, Челябинская область, РФ","Администрация города","руководство_f(x)","после"
"996","Тупикин",1956,NA,"Родился","Челябинск, Челябинская область, РФ",NA,NA,"до"
"997","Тупикин",1963,1973,"Учеба","Челябинск, Челябинская область, РФ","Школа",NA,"до"
"998","Тупикин",1973,1978,"Учеба","Челябинск, Челябинская область, РФ","ЮУрГУ","Архитектурно-строительный факультет","до"
"999","Тупикин",1978,1979,"Работа","Челябинск, Челябинская область, РФ","СУ «Спецстрой-2»",NA,"до"
"1000","Тупикин",1981,1992,"Работа","Челябинск, Челябинская область, РФ","СУ «Спецстрой-2»",NA,"до"
"1001","Тупикин",1992,1998,"Работа","Челябинск, Челябинская область, РФ","ЗАО «Энтос»",NA,"до"
"1002","Тупикин",1996,1998,"Работа","Челябинск, Челябинская область, РФ","Городская Дума",NA,"до"
"1003","Тупикин",1998,2005,"Работа","Челябинск, Челябинская область, РФ","Администрация города","руководство_f(x)","до"
"1004","Тупикин",2005,2006,"Работа","Москва, РФ","Министерство регионального развития РФ",NA,"до"
"1005","Тупикин",2006,2009,"Работа","Челябинск, Челябинская область, РФ","Минстрой Челябинской области",NA,"до"
"1006","Тупикин",2009,2020,"Работа","Челябинск, Челябинская область, РФ","Минстрой Челябинской области",NA,"элита"
"1007","Ковальчук",1973,NA,"Родился","Челябинск, Челябинская область, РФ",NA,NA,"до"
"1008","Ковальчук",1990,1995,"Учеба","Челябинск, Челябинская область, РФ","ЮУрГУ","Факультет экономики и управления","до"
"1009","Ковальчук",1995,1996,"Работа","Челябинск, Челябинская область, РФ","Южно-Уральский филиал Машбанка",NA,"до"
"1010","Ковальчук",1995,1997,"Учеба","Челябинск, Челябинская область, РФ","ЮУрГУ","Юридический институт","до"
"1011","Ковальчук",1996,2005,"Работа","Челябинск, Челябинская область, РФ","ЗАО коммерческий банк «Ураллига»",NA,"до"
"1012","Ковальчук",2005,2010,"Работа","Челябинск, Челябинская область, РФ","МУП «Производственное объединение водоснабжения и водоотведения»",NA,"до"
"1013","Ковальчук",2007,2010,"Учеба","Челябинск, Челябинская область, РФ","ЮУрГУ","Архитектурно-строительный факультет","до"
"1014","Ковальчук",2009,2010,"Работа","Челябинск, Челябинская область, РФ","Городская Дума",NA,"до"
"1015","Ковальчук",2010,2012,"Работа","Челябинск, Челябинская область, РФ","Администрация города","руководство_f(x)","до"
"1016","Ковальчук",2012,2014,"Работа","Челябинск, Челябинская область, РФ","Министерство промышленности",NA,"элита"
"1017","Ковальчук",2014,2014,"Работа","Челябинск, Челябинская область, РФ","Министр радиационной и экологической безопасности Челябинской области",NA,"элита"
"1018","Ковальчук",2015,2019,"Работа","Ханты-Мансийск, ХМАО, РФ","Департамент жилищно-коммунального комплекса и энергетики",NA,"после"
"1019","Ковальчук",2019,2019,"Работа","Москва, РФ","Минстрой России",NA,"после"
"1020","Ковальчук",2019,2021,"Работа","Челябинск, Челябинская область, РФ","Правительство Челябинской области","руководство","элита"
"1021","Сушков",1969,NA,"Родился","Красный Яр,Свердловская область, РФ",NA,NA,"до"
"1022","Сушков",1986,1987,"Работа","Невьянск, Свердловская область, РФ","Типография",NA,"до"
"1023","Сушков",1987,1987,"Работа","Шурала, Невьянский район, Свердловская область, РФ","Школа",NA,"до"
"1024","Сушков",1987,1993,"Учеба","Екатеринбург, Свердловская область, РФ","УрФУ","Философский факультет","до"
"1025","Сушков",1993,1996,"Работа","Троицк, Челябинская область, РФ","Южно-Уральский государственный аграрный университет","Институт ветеринарной медицины","до"
"1026","Сушков",1993,1996,"Учеба","Екатеринбург, Свердловская область, РФ","УрГЮУ",NA,"до"
"1027","Сушков",1996,1997,"Работа","Троицк, Челябинская область, РФ","ОАО «Троицкий дизельный завод»",NA,"до"
"1028","Сушков",1997,1997,"Работа","Челябинск, Челябинская область, РФ","Фонд имущества Челябинской области",NA,"до"
"1029","Сушков",1997,2000,"Работа","Челябинск, Челябинская область, РФ","Фонд материальных ресурсов Челябинской области",NA,"до"
"1030","Сушков",2000,2010,"Работа","Челябинск, Челябинская область, РФ","Главное управление материальных ресурсов Челябинской области",NA,"до"
"1031","Сушков",2010,2012,"Работа","Челябинск, Челябинская область, РФ","Министерство сельского хозяйства",NA,"до"
"1032","Сушков",2012,2017,"Работа","Челябинск, Челябинская область, РФ","Министерство сельского хозяйства",NA,"элита"
"1033","Сушков",2017,2021,"Работа","Челябинск, Челябинская область, РФ","Правительство Челябинской области","руководство","элита"
"1034","Москвичева",1960,NA,"Родился","Челябинск, Челябинская область, РФ",NA,NA,"до"
"1035","Москвичева",1967,1977,"Учеба","Челябинск, Челябинская область, РФ","Школа № 91",NA,"до"
"1036","Москвичева",1977,1983,"Учеба","Челябинск, Челябинская область, РФ","ЮУГМУ","лечебный факультет","до"
"1037","Москвичева",1983,1994,"Работа","Челябинск, Челябинская область, РФ","ЮУГМУ","кафедра внутренних болезней","до"
"1038","Москвичева",1994,2003,"Работа","Челябинск, Челябинская область, РФ","ЮУГМУ","Клиника ЮУГМУ","до"
"1039","Москвичева",2003,2004,"Работа","Челябинск, Челябинская область, РФ","Главное управление здравоохранения",NA,"до"
"1040","Москвичева",2004,2012,"Работа","Челябинск, Челябинская область, РФ","Минздрав Челябинской области",NA,"до"
"1041","Москвичева",2012,2021,"Работа","Челябинск, Челябинская область, РФ","ЮУГМУ","руководство","после"
"1042","Москвичева",2012,2013,"Работа","Челябинск, Челябинская область, РФ","Минздрав Челябинской области",NA,"элита"
"1043","Кузнецов А.",1964,NA,"Родился","Челябинск, Челябинская область, РФ",NA,NA,"до"
"1044","Кузнецов А.",1981,1986,"Учеба","Челябинск, Челябинская область, РФ","ЧелГУ","Исторический факультет","до"
"1045","Кузнецов А.",1986,1986,"Работа","Челябинск, Челябинская область, РФ","Гимназия № 93",NA,"до"
"1046","Кузнецов А.",1988,1992,"Работа","Челябинск, Челябинская область, РФ","Средняя школа N 115",NA,"до"
"1047","Кузнецов А.",1992,2005,"Работа","Челябинск, Челябинская область, РФ","Средняя школа N 41",NA,"до"
"1048","Кузнецов А.",2005,2010,"Работа","Челябинск, Челябинская область, РФ","Администрация города","Управление по делам образования","до"
"1049","Кузнецов А.",2010,2021,"Работа","Челябинск, Челябинская область, РФ","Минобр Челябинской области",NA,"элита"
"1050","Кучерина",1964,NA,"Родился","Челябинск, Челябинская область, РФ",NA,NA,"до"
