"","name","Year_in","Year_out","Type","City","Organization","Unit","is_elite"
"352","Тришкин",2006,2008,"Работа","Пермь, Пермский край, РФ","Городская клиническая больница № 4",NA,"до"
"353","Тришкин",2008,2009,"Работа","Пермь, Пермский край, РФ","Министерство здравоохранения",NA,"до"
"354","Тришкин",2009,2012,"Работа","Пермь, Пермский край, РФ","Министерство здравоохранения",NA,"элита"
"355","Тришкин",2012,2013,"Работа","Красногорск, Московская область, РФ","Министерство здравоохранения",NA,"после"
"356","Тришкин",2013,2021,"Работа","Москва, РФ","Министерство обороны","Главное военно-медицинского управление","после"
"357","Уханов",1971,NA,"Родился","Пермь, Пермский край, РФ",NA,NA,"до"
"358","Уханов",1989,1994,"Учеба","Пермь, Пермский край, РФ","Пермский национальный исследовательский политехнический университет","Строительный факультет","до"
"359","Уханов",1994,1997,"Работа","Пермь, Пермский край, РФ","ФГУП «Пермавтодор»",NA,"до"
"360","Уханов",1997,2004,"Работа","Пермь, Пермский край, РФ","ОГУП «Пермавтодор»",NA,"до"
"361","Уханов",2004,2011,"Работа","Пермь, Пермский край, РФ","Администрация города","Управление внешнего благоустройства","до"
"362","Уханов",2011,2012,"Работа","Пермь, Пермский край, РФ","Министерство жилищно-коммунального хозяйства",NA,"элита"
"363","Уханов",2012,2017,"Работа","Пермь, Пермский край, РФ","Администрация города","Управление внешнего благоустройства","после"
"364","Уханов",2017,2020,"Работа","Пермь, Пермский край, РФ","Министерство транспорта",NA,"после"
"365","Храпков",1971,NA,"Родился","Пермь, Пермский край, РФ",NA,NA,"до"
"366","Храпков",1987,1990,"Учеба","Пермь, Пермский край, РФ","Пермский авиационный техникум им. А. Д. Швецова",NA,"до"
"367","Храпков",1990,1995,"Учеба","Пермь, Пермский край, РФ","Пермский национальный исследовательский политехнический университет","Аэрокосмический факультет","до"
"368","Храпков",1989,1990,"Работа","Пермь, Пермский край, РФ","ОАО «Авиадвигатель»",NA,"до"
"369","Храпков",1995,1997,"Работа","Пермь, Пермский край, РФ","ОАО «Авиадвигатель»",NA,"до"
"370","Храпков",1997,2001,"Работа","Пермь, Пермский край, РФ","ООО «Межрегионгаз»",NA,"до"
"371","Храпков",2001,2003,"Работа","Пермь, Пермский край, РФ","ООО «Пермрегионгаз».",NA,"до"
"372","Храпков",2001,2001,"Работа","Пермь, Пермский край, РФ","Городская дума",NA,"до"
"373","Храпков",2003,2006,"Работа","Пермь, Пермский край, РФ","РЭК",NA,"до"
"374","Храпков",2006,2006,"Работа","Пермь, Пермский край, РФ","Администрация города","Управление жилищно-коммунального хозяйства","до"
"375","Храпков",2006,2010,"Работа","Пермь, Пермский край, РФ","Администрация города","Руководство_f(x)","до"
"376","Храпков",2010,2011,"Работа","Пермь, Пермский край, РФ","Министерство градостроительства и развития инфраструктуры",NA,"до"
"377","Храпков",2011,2012,"Работа","Пермь, Пермский край, РФ","Министерство градостроительства и развития инфраструктуры",NA,"элита"
"378","Храпков",2012,2021,"Работа","Москва, РФ","Министерство энергетики",NA,"после"
"379","Цветов",1969,NA,"Родился","Пермь, Пермский край, РФ",NA,NA,"до"
"380","Цветов",1988,1993,"Учеба","Пермь, Пермский край, РФ","Пермский национальный исследовательский политехнический университет","Аэрокосмический факультет","до"
"381","Цветов",1994,1997,"Работа","Пермь, Пермский край, РФ","УВД г. Перми",NA,"до"
"382","Цветов",1997,2000,"Работа","Пермь, Пермский край, РФ","ЗАО ""Центральный рынок""",NA,"до"
"383","Цветов",2000,2001,"Работа","Пермь, Пермский край, РФ","Областная коллегия адвокатов",NA,"до"
"384","Цветов",2001,2007,"Работа","Пермь, Пермский край, РФ","Администрация Орджоникидзевского района",NA,"до"
"385","Цветов",2007,2008,"Работа","Пермь, Пермский край, РФ","Администрация губернатора Пермского края","Департамент территориального развития","до"
"386","Цветов",2008,2009,"Работа","Пермь, Пермский край, РФ","Аппарат Правительства Пермского края","Аналитическое управление","до"
"387","Цветов",2009,2010,"Работа","Пермь, Пермский край, РФ","Министерство регионального развития",NA,"элита"
"388","Цветов",2009,2012,"Работа","Пермь, Пермский край, РФ","Правительство Пермского края",NA,"элита"
"389","Цветов",2013,2019,"Работа","Пермь, Пермский край, РФ","Администрация муниципального района",NA,"после"
"390","Цветов",2020,2021,"Работа","Пермь, Пермский край, РФ","Администрация Кировского района",NA,"после"
"391","Чегодаева",1956,NA,"Родился","Елово, Пермский край, РФ",NA,NA,"до"
"392","Чегодаева",1978,1984,"Работа","Елово, Пермский край, РФ","ЗАГС Еловского райисполкома",NA,"до"
"393","Чегодаева",1984,1996,"Работа","Елово, Пермский край, РФ","Еловский Дом культуры",NA,"до"
"394","Чегодаева",1996,2001,"Работа","Пермь, Пермский край, РФ","Отдел ЗАГС Ленинского района",NA,"до"
"395","Чегодаева",2001,2006,"Работа","Пермь, Пермский край, РФ","Комитет ЗАГС Пермской области",NA,"элита"
"396","Чегодаева",2007,2011,"Работа","Пермь, Пермский край, РФ","Комитет записи актов гражданского состояния Пермского края",NA,"элита"
"397","Алиев",1968,NA,"Родился","Ижевск, Республика Удмуртия, РФ",NA,NA,"до"
"398","Алиев",1988,1992,"Учеба","Ижевск, Республика Удмуртия, РФ","Удмуртский государственный университет","Исторический факультет","до"
"399","Алиев",1991,2002,"Работа","Ижевск, Республика Удмуртия, РФ","Иж-информ",NA,"до"
"400","Алиев",1991,2002,"Работа","Ижевск, Республика Удмуртия, РФ","Газета «Неделя Удмуртии»",NA,"до"
"401","Алиев",1991,2002,"Работа","Ижевск, Республика Удмуртия, РФ","ООО «Продюсерская группа Ижевский завод»",NA,"до"
"402","Алиев",1999,2002,"Работа","Ижевск, Республика Удмуртия, РФ","Телекомпания «Новый регион»",NA,"до"
"403","Алиев",1999,2002,"Работа","Ижевск, Республика Удмуртия, РФ","Телекомпания ""Арсенал""",NA,"до"
"404","Алиев",2002,2007,"Работа","Самара, Самарская область, РФ","ГТРК ""Самара""",NA,"до"
"405","Алиев",2007,2012,"Работа","Пермь, Пермский край, РФ","Администрация губернатора Пермского края","Руководство","элита"
"406","Алиев",2015,2018,"Работа","Москва, РФ","«Атом-Тор»",NA,"после"
"407","Алиев",2018,2021,"Работа","Москва, РФ","ЭИСИ",NA,"после"
"408","Падей",1958,NA,"Родился","Екатеринбург, Свердловская область, РФ",NA,NA,"до"
"409","Падей",1971,1976,"Учеба","Пермь, Пермский край, РФ","Гимназия № 17",NA,"до"
"410","Падей",1976,1981,"Учеба","Пермь, Пермский край, РФ","Пермский национальный исследовательский политехнический университет","Факультет общенаучных кафедр","до"
"411","Падей",1991,1995,"Работа","Пермь, Пермский край, РФ","Гимназия № 17",NA,"до"
"412","Падей",2000,2008,"Работа","Пермь, Пермский край, РФ","ООО «ЛУКойл-Пермь»",NA,"до"
"413","Падей",2008,2012,"Работа","Пермь, Пермский край, РФ","Администрация губернатора Пермского края","Руководство","элита"
"414","Падей",2012,2015,"Работа","Пермь, Пермский край, РФ","ФГУП «Машиностроительный завод им. Дзержинского»",NA,"после"
"415","Падей",2015,2016,"Работа","Ижевск, Республика Удмуртия, РФ","НПО «Высокоточные системы и технологии»",NA,"после"
"416","Климова",1973,NA,"Родился","Пермь, Пермский край, РФ",NA,NA,"до"
"417","Климова",1990,1995,"Учеба","Пермь, Пермский край, РФ","Пермский государственный университет","Филологический факультет","до"
"418","Климова",1996,2004,"Работа","Пермь, Пермский край, РФ","Администрация Пермской области","Отдел по связям с общественностью и СМИ","до"
"419","Климова",2004,2012,"Работа","Пермь, Пермский край, РФ","Администрация губернатора Пермского края","Департамент информационной политики","элита"
"420","Климова",2013,2021,"Работа","Пермь, Пермский край, РФ","ООО «Группа предприятий „ЭКС“»",NA,"после"
"421","Неганов",1968,NA,"Родился","Пермь, Пермский край, РФ",NA,NA,"до"
"422","Неганов",1987,1992,"Учеба","Пермь, Пермский край, РФ","Пермский государственный университет","Исторический факультет","до"
"423","Неганов",1991,1992,"Работа","Пермь, Пермский край, РФ","Газета ""Пермские ведомости""",NA,"до"
"424","Неганов",1992,1997,"Работа","Пермь, Пермский край, РФ","Администрация города","Советник","до"
"425","Неганов",1998,2007,"Работа","Пермь, Пермский край, РФ","Пермский государственный университет","Кафедра политических наук","до"
"426","Неганов",1998,1999,"Работа","Пермь, Пермский край, РФ","Городская дума",NA,"до"
"427","Неганов",1999,2006,"Работа","Пермь, Пермский край, РФ","Администрация Пермской области","Отдел по связям с общественностью и СМИ","до"
"428","Неганов",2006,2015,"Работа","Пермь, Пермский край, РФ","Администрация губернатора Пермского края","Департамент внутренней политики","элита"
"429","Неганов",2007,2012,"Работа","Пермь, Пермский край, РФ","Пермский государственный университет","Кафедра государственного и муниципального управления","до"
"430","Неганов",2015,2021,"Работа","Пермь, Пермский край, РФ","Пермский государственный архив новейшей истории",NA,"после"
"431","Соловьев",1987,1992,"Учеба","Пермь, Пермский край, РФ","Пермский военный институт ракетных войск",NA,"до"
"432","Соловьев",1999,2009,"Работа","Пермь, Пермский край, РФ","УФСБ по Пермскому краю",NA,"до"
"433","Соловьев",2009,2012,"Работа","Пермь, Пермский край, РФ","Администрация губернатора Пермского края","Департамент внутреннего контроля","элита"
"434","Соловьев",2012,2016,"Работа","Пермь, Пермский край, РФ","ООО «ЛУКойл-Пермь»",NA,"после"
"435","Соловьев",2016,2019,"Работа","Пермь, Пермский край, РФ","АО ""Новомет""",NA,"после"
"436","Соловьев",2019,2021,"Работа","Пермь, Пермский край, РФ","Аппарат Правительства Пермского края","Отдел безопасности","после"
"437","Дорофеева",1976,NA,"Родился","Пермь, Пермский край, РФ",NA,NA,"до"
"438","Дорофеева",1992,1997,"Учеба","Пермь, Пермский край, РФ","Пермский государственный университет","Юридический факультет","до"
"439","Дорофеева",1997,2006,"Работа","Пермь, Пермский край, РФ","Администрация Пермской области","Юридический комитет","до"
"440","Дорофеева",2007,2012,"Работа","Пермь, Пермский край, РФ","Пермский государственный университет","Кафедра государственного и муниципального управления","до"
"441","Дорофеева",2006,2012,"Работа","Пермь, Пермский край, РФ","Администрация губернатора Пермского края","Департамент государственного управления","элита"
"442","Дорофеева",2012,2017,"Работа","Пермь, Пермский край, РФ","Агентство по делам юстиции и мировых судей",NA,"после"
"443","Дорофеева",2017,2019,"Работа","Пермь, Пермский край, РФ","Администрация губернатора Пермского края","Руководство","после"
"444","Дорофеева",2020,2021,"Работа","Пермь, Пермский край, РФ","Пермский государственный университет","Ректорат","после"
"445","Антипина",1963,NA,"Родился","Пермь, Пермский край, РФ",NA,NA,"до"
"446","Антипина",1980,1985,"Учеба","Пермь, Пермский край, РФ","Пермский государственный университет","Экономический факультет","до"
"447","Антипина",1985,1988,"Работа","Пермь, Пермский край, РФ","НПО ""Парма""",NA,"до"
"448","Антипина",1988,1991,"Работа","Пермь, Пермский край, РФ","Пермский государственный университет","Экономический отдел","до"
"449","Антипина",1991,1996,"Работа","Пермь, Пермский край, РФ","Экопромбанк",NA,"до"
"450","Антипина",1996,1999,"Работа","Пермь, Пермский край, РФ","Законодательное собрание Пермского края",NA,"до"
"451","Антипина",1999,2002,"Работа","Пермь, Пермский край, РФ","Администрация города","Департамент финансов","до"
"452","Антипина",2002,2006,"Работа","Пермь, Пермский край, РФ","Администрация Пермской области","Главное управление финансов","до"
"453","Антипина",2006,2008,"Работа","Пермь, Пермский край, РФ","Министерство финансов Пермского края",NA,"до"
"454","Антипина",2008,2017,"Работа","Пермь, Пермский край, РФ","Министерство финансов Пермского края",NA,"элита"
"455","Антипина",2017,2021,"Работа","Пермь, Пермский край, РФ","Правительство Пермского края",NA,"элита"
"456","Пьянков",1973,NA,"Родился","Пермь, Пермский край, РФ",NA,NA,"до"
"457","Пьянков",1995,2000,"Работа","Пермь, Пермский край, РФ","ООО «Группа предприятий „ЭКС“»",NA,"до"
"458","Пьянков",2000,2005,"Работа","Пермь, Пермский край, РФ","ООО ""Линия 7""",NA,"до"
"459","Пьянков",2005,2010,"Работа","Пермь, Пермский край, РФ","ТД ""Май""",NA,"до"
"460","Пьянков",2010,2012,"Работа","Пермь, Пермский край, РФ","Министерство развития предпринимательства и торговли Пермского края",NA,"элита"
"461","Пьянков",2012,2021,"Работа","Пермь, Пермский край, РФ","ООО ""Вилли-Пермь""",NA,"после"
"462","Решетников",1979,NA,"Родился","Пермь, Пермский край, РФ",NA,NA,"до"
"463","Решетников",1985,1996,"Учеба","Пермь, Пермский край, РФ","Гимназия № 17",NA,"до"
"464","Решетников",1996,2000,"Учеба","Пермь, Пермский край, РФ","Пермский государственный университет","Экономический факультет","до"
"465","Решетников",1997,2002,"Учеба","Пермь, Пермский край, РФ","Пермский государственный университет","Филологический факультет","до"
"466","Решетников",1998,2002,"Работа","Пермь, Пермский край, РФ","ЗАО ""Прогноз""",NA,"до"
"467","Решетников",2000,2005,"Работа","Пермь, Пермский край, РФ","Администрация Пермской области",NA,"до"
"468","Решетников",2005,2007,"Работа","Пермь, Пермский край, РФ","Администрация губернатора Пермского края",NA,"до"
"469","Решетников",2007,2009,"Работа","Москва, РФ","Министерство регионального развития",NA,"до"
"470","Решетников",2009,2009,"Работа","Пермь, Пермский край, РФ","Администрация губернатора Пермского края",NA,"элита"
"471","Решетников",2009,2010,"Работа","Москва, РФ","Аппарат Правительства РФ",NA,"до"
"472","Решетников",2010,2012,"Работа","Москва, РФ","Аппарат мэра и правительства Москвы",NA,"до"
"473","Решетников",2012,2017,"Работа","Москва, РФ","Правительство Москвы",NA,"до"
"474","Решетников",2017,2020,"Работа","Пермь, Пермский край, РФ","Администрация губернатора Пермского края",NA,"элита"
"475","Решетников",2017,2020,"Работа","Пермь, Пермский край, РФ","Правительство Пермского края",NA,"элита"
"476","Решетников",2020,2021,"Работа","Москва, РФ","Министерство экономического развития",NA,"после"
"477","Антипина",1963,NA,"Родился","Пермь, Пермский край, РФ",NA,NA,"до"
"478","Антипина",1980,1985,"Учеба","Пермь, Пермский край, РФ","Пермский государственный университет","Экономический факультет","до"
"479","Антипина",1985,1988,"Работа","Пермь, Пермский край, РФ","НПО ""Парма""",NA,"до"
"480","Антипина",1988,1991,"Работа","Пермь, Пермский край, РФ","Пермский государственный университет",NA,"до"
"481","Антипина",1991,1996,"Работа","Пермь, Пермский край, РФ","Экопромбанк",NA,"до"
"482","Антипина",1996,1999,"Работа","Пермь, Пермский край, РФ","Законодательное собрание Пермской области",NA,"до"
"483","Антипина",1999,2002,"Работа","Пермь, Пермский край, РФ","Администрация города","Департамент финансов","до"
"484","Антипина",2002,2006,"Работа","Пермь, Пермский край, РФ","Администрация Пермской области",NA,"до"
"485","Антипина",2006,2017,"Работа","Пермь, Пермский край, РФ","Министерство финансов Пермского края",NA,"до"
"486","Антипина",2017,2021,"Работа","Пермь, Пермский край, РФ","Правительство Пермского края",NA,"элита"
"487","Абдуллина",1966,NA,"Родился","Березники, Пермский край, РФ",NA,NA,"до"
"488","Абдуллина",1984,1989,"Учеба","Пермь, Пермский край, РФ","Пермский государственный университет","Неизвестно","до"
"489","Абдуллина",1994,2005,"Работа","Пермь, Пермский край, РФ","Администрация города","Департамент образования","до"
"490","Абдуллина",2005,2006,"Работа","Пермь, Пермский край, РФ","Департамент социального развития Пермской области",NA,"до"
"491","Абдуллина",2006,2012,"Работа","Пермь, Пермский край, РФ","Министерство социального развития",NA,"до"
"492","Абдуллина",2012,2017,"Работа","Пермь, Пермский край, РФ","Министерство социального развития",NA,"элита"
"493","Абдуллина",2017,2020,"Работа","Пермь, Пермский край, РФ","Правительство Пермского края",NA,"элита"
"494","Абдуллина",2020,2021,"Работа","Пермь, Пермский край, РФ","без работы",NA,"после"
"495","Борисов",1979,NA,"Родился","Губаха, Пермский край, РФ",NA,NA,"до"
"496","Борисов",1997,2002,"Учеба","Пермь, Пермский край, РФ","Пермский филиал Нижегородской академии Министерства внутренних дел Российской Федерации",NA,"до"
"497","Борисов",1997,2002,"Работа","Пермь, Пермский край, РФ","ГУВД Пермской области",NA,"до"
"498","Борисов",2002,2002,"Работа","Губаха, Пермский край, РФ","МУП «Губахинские городские электрические сети»",NA,"до"
"499","Борисов",2002,2010,"Работа","Губаха, Пермский край, РФ","ОАО «Метафракс»",NA,"до"
"500","Борисов",2010,2011,"Работа","Губаха, Пермский край, РФ","ООО «Метасервис»",NA,"до"
"501","Борисов",2011,2013,"Работа","Губаха, Пермский край, РФ","Земское Собрание Губахинского муниципального района",NA,"до"
"502","Борисов",2013,2016,"Работа","Губаха, Пермский край, РФ","Дума Губахинского городского округа",NA,"до"
"503","Борисов",2016,2019,"Работа","Пермь, Пермский край, РФ","Законодательное собрание Пермского края",NA,"до"
"504","Борисов",2019,2021,"Работа","Пермь, Пермский край, РФ","Правительство Пермского края",NA,"элита"
"505","Клепиков",1974,NA,"Родился","Пермь, Пермский край, РФ",NA,NA,"до"
"506","Клепиков",1980,1991,"Учеба","Пермь, Пермский край, РФ","Школа № 108",NA,"до"
"507","Клепиков",1991,1996,"Учеба","Пермь, Пермский край, РФ","Пермский государственный университет","Юридический факультет","до"
"508","Клепиков",2002,2018,"Работа","Пермь, Пермский край, РФ","ООО ""ВО ""Пермская ярмарка""",NA,"до"
"509","Клепиков",2003,2016,"Работа","Пермь, Пермский край, РФ","ООО ""Аква Ливинг""",NA,"до"
"510","Клепиков",2003,2010,"Работа","Пермь, Пермский край, РФ","Некоммерческое партнерство ""Благоустройство и содержание территории Свердловского района г. Перми""",NA,"до"
"511","Клепиков",2005,2021,"Работа","Пермь, Пермский край, РФ","ООО ""Экспостройсервис""",NA,"до"
"512","Клепиков",2010,2021,"Работа","Пермь, Пермский край, РФ","ООО ""Агентство стратегических коммуникаций Практика""",NA,"до"
"513","Клепиков",2010,2014,"Работа","Пермь, Пермский край, РФ","ООО ""Ивент Центр""",NA,"до"
"514","Клепиков",2015,2021,"Работа","Пермь, Пермский край, РФ","ООО ""Трендэкспо""",NA,"до"
"515","Клепиков",2017,2018,"Работа","Пермь, Пермский край, РФ","Администрация губернатора Пермского края","советник губернатора","до"
"516","Клепиков",2018,2020,"Работа","Пермь, Пермский край, РФ","Правительство Пермского края",NA,"элита"
"517","Удальев",1983,NA,"Родился","Череповец, Вологодская область, РФ",NA,NA,"до"
"518","Удальев",2000,2005,"Учеба","Пермь, Пермский край, РФ","Пермский государственный университет","Юридический факультет","до"
"519","Удальев",2005,2007,"Работа","Пермь, Пермский край, РФ","Департамент имущественных отношений Пермской области",NA,"до"
"520","Удальев",2007,2009,"Работа","Пермь, Пермский край, РФ","Министерство торговли",NA,"до"
"521","Удальев",2009,2017,"Работа","Пермь, Пермский край, РФ","ФАС",NA,"до"
"522","Удальев",2017,2018,"Работа","Пермь, Пермский край, РФ","Региональная служба по тарифам",NA,"до"
"523","Удальев",2017,2020,"Работа","Пермь, Пермский край, РФ","Правительство Пермского края",NA,"элита"
"524","Удальев",2020,2021,"Работа","Пермь, Пермский край, РФ","Законодательное собрание Пермского края",NA,"после"
"525","Чибисов",1971,NA,"Родился","Березники, Пермский край, РФ",NA,NA,"до"
"526","Чибисов",1989,1994,"Учеба","Екатеринбург, Свердловская область, РФ","УГТУ-УПИ",NA,"до"
"527","Чибисов",1993,2001,"Работа","Березники, Пермский край, РФ","ВСМПО-Ависма",NA,"до"
"528","Чибисов",2001,2006,"Работа","Березники, Пермский край, РФ","ПАО «Уралкалий»",NA,"до"
"529","Чибисов",2006,2012,"Работа","Пермь, Пермский край, РФ","Законодательное собрание Пермского края",NA,"до"
"530","Чибисов",2012,2021,"Работа","Пермь, Пермский край, РФ","Правительство Пермского края",NA,"элита"
"531","Чугарина",1963,NA,"Родился","Пермь, Пермский край, РФ",NA,NA,"до"
"532","Чугарина",1981,1984,"Учеба","Пермь, Пермский край, РФ","Пермский Финансово-экономический Колледж",NA,"до"
"533","Чугарина",1984,1988,"Работа","Пермь, Пермский край, РФ","Верещагинский райисполком",NA,"до"
"534","Чугарина",1988,1990,"Работа","Пермь, Пермский край, РФ","Кировский райисполком",NA,"до"
"535","Чугарина",1990,1991,"Работа","Пермь, Пермский край, РФ","Ленинский районный Совет народных депутатов",NA,"до"
"536","Чугарина",1991,1995,"Работа","Пермь, Пермский край, РФ","Мотовилихинский районный Совет народных депутатов",NA,"до"
"537","Чугарина",1995,1996,"Работа","Пермь, Пермский край, РФ","Мотовилихинский ОСБ № 1793 Пермского банка СБ РФ",NA,"до"
"538","Чугарина",1996,2005,"Работа","Пермь, Пермский край, РФ","Администрация города","Департамент финансов","до"
"539","Чугарина",2005,2006,"Работа","Пермь, Пермский край, РФ","Контрольно-счетная палата города Перми",NA,"до"
"540","Чугарина",2006,2012,"Работа","Пермь, Пермский край, РФ","Администрация города","Департамент финансов","до"
"541","Чугарина",2012,2017,"Работа","Москва, РФ","Правительство Москвы",NA,"до"
"542","Чугарина",2017,2020,"Работа","Пермь, Пермский край, РФ","Правительство Пермского края",NA,"элита"
"543","Чугарина",2020,2021,"Работа","Москва, РФ","Правительство Москвы",NA,"после"
"544","Лопаева",1969,NA,"Родился","Пермь, Пермский край, РФ",NA,NA,"до"
"545","Лопаева",1987,1992,"Учеба","Пермь, Пермский край, РФ","Пермский государственный университет","Экономический факультет","до"
"546","Лопаева",1992,1997,"Работа","Пермь, Пермский край, РФ","ФГУП «Машиностроительный завод им. Дзержинского»",NA,"до"
"547","Лопаева",1997,2001,"Работа","Пермь, Пермский край, РФ","Администрация города","Департамент культуры и молодежной политики","до"
"548","Лопаева",2001,2004,"Работа","Пермь, Пермский край, РФ","Комитет социальной защиты населения Пермской области",NA,"до"
"549","Лопаева",2004,2008,"Работа","Пермь, Пермский край, РФ","Дворец культуры им. Солдатова",NA,"до"
"550","Лопаева",2008,2013,"Работа","Пермь, Пермский край, РФ","Фонд развития Пермского края",NA,"до"
"551","Лопаева",2013,2017,"Работа","Москва, РФ","Правительство Москвы",NA,"до"
"552","Лопаева",2017,2020,"Работа","Пермь, Пермский край, РФ","Правительство Пермского края",NA,"элита"
"553","Сюткин",1975,NA,"Родился","Пермь, Пермский край, РФ",NA,NA,"до"
"554","Сюткин",1993,1998,"Учеба","Пермь, Пермский край, РФ","Пермский государственный университет","Экономический факультет","до"
"555","Сюткин",1997,2000,"Работа","Пермь, Пермский край, РФ","ООО «Группа предприятий „ЭКС“»",NA,"до"
"556","Сюткин",2000,2003,"Работа","Пермь, Пермский край, РФ","ОАО КБ «СДМ-Банк»",NA,"до"
"557","Сюткин",2003,2010,"Работа","Пермь, Пермский край, РФ","МДМ-Банк",NA,"до"
"558","Сюткин",2010,2017,"Работа","Москва, РФ","АО «Кейблраннеррус»",NA,"до"
"559","Сюткин",2017,2020,"Работа","Пермь, Пермский край, РФ","Правительство Пермского края",NA,"элита"
"560","Сюткин",2020,2021,"Работа","Москва, РФ","Фонд содействия реформированию ЖКХ",NA,"после"
"561","Шицын",1971,NA,"Родился","Луньевка, Пермский край, РФ",NA,NA,"до"
"562","Шицын",1987,1990,"Учеба","Александровск, Пермский край, РФ","Александровский машиностроительный техникум",NA,"до"
"563","Шицын",1990,1990,"Работа","Александровск, Пермский край, РФ","ОАО «Александровский машиностроительный завод»",NA,"до"
"564","Шицын",1990,1993,"Работа","Александровск, Пермский край, РФ","ОВД г. Александровска",NA,"до"
"565","Шицын",1993,1995,"Работа","Пермь, Пермский край, РФ","Пермское областное управление ГАИ",NA,"до"
"566","Шицын",1995,1997,"Работа","Пермь, Пермский край, РФ","«ЛУКОЙЛ-Пермьнефтеоргсинтез АООТ»",NA,"до"
"567","Шицын",1998,1999,"Работа","Пермь, Пермский край, РФ","ООО «Энергокабельснаб»",NA,"до"
"568","Шицын",1999,2001,"Работа","Пермь, Пермский край, РФ","ООО «ТПК» «Электрокабельснаб»",NA,"до"
"569","Шицын",2001,2001,"Работа","Пермь, Пермский край, РФ","ООО «СП-Металл»",NA,"до"
"570","Шицын",2001,2009,"Работа","Пермь, Пермский край, РФ","ТПГ НЕФТЕМАШЭНЕРГО",NA,"до"
"571","Шицын",2009,2016,"Работа","Александровск, Пермский край, РФ","Администрация Александровского муниципального района",NA,"до"
"572","Шицын",2016,2018,"Работа","Пермь, Пермский край, РФ","Законодательное собрание Пермского края",NA,"до"
"573","Шицын",2018,2020,"Работа","Пермь, Пермский край, РФ","Правительство Пермского края",NA,"элита"
"574","Шицын",2020,2021,"Работа","Пермь, Пермский край, РФ","Администрация Александровского муниципального района",NA,"после"
"575","Пучко",1981,NA,"Родился","Минск, Беларусь",NA,NA,"до"
"576","Пучко",1999,2004,"Учеба","Москва, РФ","РУДН","Юридический факультет","до"
"577","Пучко",2006,2009,"Работа","Москва, РФ","ФНС России",NA,"до"
"578","Пучко",2009,2014,"Работа","Красногорск, Московская область, РФ","Правительство Московской области",NA,"до"
"579","Пучко",2014,2017,"Работа","Москва, РФ","Правительство Москвы",NA,"до"
"580","Пучко",2017,2020,"Работа","Пермь, Пермский край, РФ","Администрация губернатора Пермского края",NA,"элита"
"581","Пучко",2020,2021,"Работа","Москва, РФ","Министерство экономического развития",NA,"после"
"582","Султанов",1979,NA,"Родился","Тура, Красноярский край, РФ",NA,NA,"до"
"583","Султанов",1997,2002,"Учеба","Москва, РФ","Московский гуманитарный университет",NA,"до"
"584","Султанов",2002,2003,"Работа","Тура, Красноярский край, РФ","Администрация Эвенкийского автономного округа",NA,"до"
"585","Султанов",2003,2006,"Работа","Москва, РФ","Министерство экономического развития",NA,"до"
"586","Султанов",2006,2008,"Работа","Москва, РФ","Администрация Президента РФ",NA,"до"
"587","Султанов",2008,2009,"Работа","Москва, РФ","Минрегион",NA,"до"
"588","Султанов",2009,2011,"Работа","Москва, РФ","Представительство Пермского края при Правительстве РФ",NA,"до"
"589","Султанов",2011,2018,"Работа","Москва, РФ","Росаккредитация",NA,"до"
"590","Султанов",2018,2020,"Работа","Пермь, Пермский край, РФ","Администрация губернатора Пермского края",NA,"элита"
"591","Султанов",2020,2021,"Работа","Москва, РФ","Министерство экономического развития",NA,"после"
"592","Колесников",1987,NA,"Родился","Пермь, Пермский край, РФ",NA,NA,"до"
"593","Колесников",2004,2009,"Учеба","Москва, РФ","Финансовый университет при Правительстве России",NA,"до"
"594","Колесников",2009,2014,"Работа","Москва, РФ","ОАО «Сибур-Холдинг»",NA,"до"
"595","Колесников",2014,2017,"Работа","Москва, РФ","Фонд развития моногородов",NA,"до"
"596","Колесников",2017,2020,"Работа","Пермь, Пермский край, РФ","Правительство Пермского края",NA,"элита"
"597","Колесников",2020,2021,"Работа","Москва, РФ","Министерство экономического развития",NA,"после"
"598","Гершанок",1976,NA,"Родился","Пермь, Пермский край, РФ",NA,NA,"до"
"599","Гершанок",1993,1998,"Учеба","Пермь, Пермский край, РФ","Пермский государственный университет","Юридический факультет","до"
"600","Гершанок",1997,2007,"Работа","Пермь, Пермский край, РФ","Прокуратура Пермского края",NA,"до"
"601","Гершанок",2007,2017,"Работа","Пермь, Пермский край, РФ","Аппарат Пермской городской думы",NA,"до"
"602","Гершанок",2017,2019,"Работа","Пермь, Пермский край, РФ","Правительство Пермского края",NA,"элита"
"603","Гершанок",2019,2020,"Работа","Пермь, Пермский край, РФ","Администрация губернатора Пермского края",NA,"элита"
"604","Гершанок",2020,2021,"Работа","Москва, РФ","Министерство экономического развития",NA,"после"
"605","Гончаров",2012,2014,"Работа","Пермь, Пермский край, РФ","Министерство по управлению имуществом и земельным отношениям",NA,"до"
"606","Гончаров",2014,2020,"Работа","Пермь, Пермский край, РФ","Министерство по управлению имуществом и земельным отношениям",NA,"элита"
"607","Гончаров",2020,2021,"Работа","Москва, РФ","Министерство экономического развития",NA,"после"
"608","Денисова",1964,NA,"Родился","Пермь, Пермский край, РФ",NA,NA,"до"
"609","Денисова",1970,1981,"Учеба","Пермь, Пермский край, РФ","Школа № 12",NA,"до"
