Artist;Gender;Museums
МорицФЭ;0;0
МоровавовАВ;0;0
МороГ;0;0
МорозовАИ;0;2
МороЛА;0;0
МоскаленкоАН;0;0
МоскаленкоПД;0;0
МостоваЗЯ;1;0
Мошков;0;0
МудролюбовПВ;0;0
МузалевскийБМ;0;0
Мультановский;0;0
МультановскийЮТ;0;0
МунтергельмМ;0;0
МуравьевВЛ;0;0
МуратовАД;0;0
МуратовБерндтеон;0;0
МуратовМД;0;0
МурашкоАА;0;0
МуромцевФА;0;0
Мусин-ПушкинНС;0;0
МусселиусМВ;0;0
МууккаЭ;0;0
МышковВН;0;0
Мюнтер;0;0
МясоедовГГ;0;2
НавозовВП;0;0
НагубниковСА;0;0
НаикольскийНН;0;0
НайдеровИВ;0;0
НаленчВИ;0;0
Налепинская;1;0
НапиерскаяБВ;1;0
НарбутГИ;0;0
НаседкинСН;0;0
НатальинаОН;1;0
НаумовАА;0;0
НаумовПС;0;1
НащекинД;0;0
НеведовичЕЮ;0;0
НеведомыйИ;0;0
НевинскийАИ;0;0
НевревНВ;0;4
НевядомскийА;0;0
НедлерСГ;0;0
НедовичЕЮ;0;0
НедокучаеваОН;1;0
НекулинАО;0;0
НеленчВИ;0;0
НерадовскийПИ;0;0
НестеровГД;0;0
НестеровМВ;0;28
НестеровФП;0;0
НефТА;0;0
НечаевАМ;0;0
НечаевМА;0;0
НечитайловВН;0;0
НиканоровСГ;0;0
НикитинВА;0;0
НикитинВП;0;0
НикитинНН;0;0
НикитинСА;0;0
НикифоровСГ;0;0
НиколаевНН;0;0
НикольскийНС;0;0
НиконовИФ;0;0
НикулинАО;0;0
НилендерКГ;0;0
НилусПА;0;0
НифтрикГЯ;0;0
НоаковскийСВ;0;0
НовиковАГ;0;0
НовиковаЕН;1;0
НовиковМН;0;0
Новинский;0;0
НоводворскаяВД;0;0
НовоселовВТ;0;0
НовоскольцевАН;0;0
НозиковаЕН;1;0
Ностиц-ЯцковскаяМФ;1;0
Нысцушко-БуйницкийРИ;0;0
НюнинИЕ;0;0
ОберАЛ;0;0
ОвсянниковВП;0;0
ОвсянниковЛФ;0;0
ОвсянниковСО;0;0
ОвчинниковНХ;0;0
ОколовичНА;0;0
О'КоннелРР;0;0
ОкроянцДГ;0;0
ОленинаВА;1;0
ОлсуфьеваСВ;0;0
ОльгинаО;1;0
ОлькойнЭА;0;0
ОнуфриеваНВ;0;0
ОреховВП;0;0
ОрловАГ;0;0
ОрловНВ;0;0
ОрловскийВД;0;0
ОсоргинаАК;1;0
ОстроменцкийАА;0;0
Остроумова-ЛебедеваАП;1;0
ОстроуховИС;0;4
ОтмарВО;0;0
ПавлиновАС;0;0
ПавлиновПЯ;0;0
ПавловВП;0;0
ПавловАИ;0;0
ПавловИН;0;0
ПавловПН;0;0
ПавловСА;0;0
ПавлюченкоГЕ;0;0
ПадуровАА;0;0
Пазетти;0;0
ПалаткоДМ;0;0
ПаленМИ;1;0
ПаленНК;0;0
ПалинМИ;0;0
Палшков;0;0
ПальгуновА;0;0
ПанеНН;0;0
ПанеНП;0;0
ПанинМН;0;0
ПанкульИП;0;0
ПановНЗ;0;0
Паприц;0;0
ПарландАА;0;0
ПассИА;0;0
ПастернакЛО;0;0
ПаульсонАВ;0;0
ПашкевичЖА;0;0
ПашковГФ;0;0
ПащенкоВМ;0;0
ПедашенкоМИ;0;0
ПелевинИА;0;0
ПемеллерАА;0;0
ПеньковскийИЛ;0;0
ПервухинКК;0;0
ПереплетчиковВВ;0;0
ПерминовВТ;0;0
ПеровВГ;0;50
ПершинАС;0;0
ПестинскийБ;0;0
ПетерсАФ;0;0
ПетренкоАГ;0;0
ПетрижицкаяМК;1;0
Петров-ВодкинКС;0;13
ПетровичевПИ;0;1
ПетровНФ;0;0
ПетровСИ;0;0
ПетровскийИВ;0;0
ПечатинВА;0;0
ПименовНС;0;0
ПимоненкоНК;0;0
ПиотровичСК;0;0
ПироговНВ;0;0
ПиросманашвилиН;0;0
ПисаховСГ;0;0
ПисемскийАА;0;0
ПищалкинАА;0;0
ПищалкинЛФ;0;0
ПлатоновХП;0;0
ПлатуновМ;0;0
ПлачекМН;0;0
ПлевакоНА;0;0
ПлетневЛА;0;0
ПлешаковВС;0;0
ПлешановПФ;0;0
ПлещинскийИН;0;0
ПлигинАП;0;0
ПлискоАЯ;0;0
ПлотниковВА;0;0
ПогосскаяСА;1;0
ПодвысоцкийМВ;0;0
ПодозеровИИ;0;0
ПодосеновПВ;0;0
ПодтыканыйА;0;0
ПодушкоЭГ;0;0
ПожалостинИП;0;0
ПожарскийВИ;0;0
ПожарскийСМ;0;0
ПозенМВ;0;0
ПокаржевскийПД;0;0
ПоленоваЕД;1;0
ПоленовВД;0;60
ПоловинкинВП;0;0
ПолонскаяЖА;0;0
ПолунинВЯ;0;0
ПольРобер;0;0
ПоляковЕИ;0;0
ПоляковИИ;0;0
ПоляковНП;0;0
ПоляковПИ;0;0
ПомеранцевММ;0;0
ПоперечныйНМ;0;0
ПопковИГ;0;0
ПоповАА;0;0
ПоповаЛС;1;2
ПоповАН;0;0
Попова-ТимореваЮА;1;0
ПоповВН;0;0
ПоповЛВ;0;0
ПоповМП;0;0
ПоповНЯ;0;0
Порай-КошицБВ;0;0
ПороховниковПИ;0;0
ПорфировИФ;0;0
ПосполитакиЕИ;0;0
ПостниковСП;0;0
ПостниковСП;0;0
ПотаповМА;0;0
ПотаповМА;0;0
ПотипакаП;0;0
ПраведниковЕИ;0;0
ПрадоА;0;0
ПраховаАЯ;1;0
ПремацциЛО;0;0
ПриселковСВ;0;0
ПрозоркевичВМ;0;0
ПрокофьевАМ;0;0
ПрокофьевДД;0;0
ПроскурнинИМ;0;0
Протейкинский;0;0
ПротопоповНА;0;0
ПрянишниковИП;0;0
ПрянишниковИМ;0;4
ПсковитиновЕК;0;0
ПузыревскийПИ;0;0
ПуниИ;0;0
ПурвитВЕ;0;0
ПуцБА;0;0
ПчелинВН;0;0
ПыневК;0;0
ПыринМС;0;0
ПэнЮМ;0;0
Пювис-де-Шаванн;0;0
ПясковскийВН;0;0
ПястушкевичКО;0;0
РабиновичГИ;0;0
РадимовПА;0;0
РадинВН;0;0
Радлов;0;0
РаевскийАД;0;0
РаевЮА;0;0
РазмарицинАП;0;0
РазниченкоФП;0;0
Разумный;0;0
РазумовскаяАИ;1;0
РазчубкинАН;0;0
РайлянФР;0;0
РайноваСК;1;0
РассадинАА;0;0
Ратынова-РожковаМФ;1;0
РауловИ;0;0
Раушь-фон-ТраубенбергКК;0;0
РаффаэллиИ;0;0
РацульАП;0;0
РашевскийИГ;0;0
РевенскийЕН;0;0
РедковскийАА;0;0
РедлихГС;0;0
РезановВМ;0;1
РезниковМВ;0;0
РеймерсИИ;0;0
Рейнгольдтфон-Моллер;0;0
РейтернЕП;0;0
РейхардтЕИ;0;0
Ремер;0;0
РендичИ;0;0
РепинаВИ;1;0
РепинИЕ;0;84
РепинЮИ;0;0
РерихНК;0;8
РжевскаяАЛ;1;0
РивьерГ;0;0
РизниченкоФП;0;0
РицониАА;0;0
РицониЕП;0;0
Ришомм;0;0
РоговАП;0;0
РоговинНЕ;0;0
РождественскийВВ;0;0
РозановаОВ;1;1
РозановНВ;0;0
РозенГВ;0;0
РозенИВ;0;0
РозенИС;0;0
РозентальЯМ;0;0
РозенЯС;0;0
РозинскийГН;0;0
РокачевскийАЕ;0;0
РомановичСМ;0;0
Романовский-РоманьковичАС;0;0
РоммАГ;0;0
РоотНФ;0;0
РостворовскийСР;0;0
РостиславовАА;0;0
РошА;0;0
РощубкинА;0;0
РубоФА;0;0
РубцовАА;0;0
РудаковКИ;0;0
РудольфЭрбслох;0;0
РужниковНП;0;0
Рульс;0;0
Рундальцев;0;0
РундальцевЛВ;0;0
РундальцовМВ;0;0
РусаковАИ;0;0
Рушевская;1;0
РущицФЭ;0;0
РыбаковИГ;0;0
РыловАА;0;0
РындзюнскаяМД;1;0
РындинаН;1;0
РыпинЮИ;0;0
РюссР;0;0
РябининНН;0;0
РябушинскийСП;0;0
РябушкинАП;0;5
СабоНН;0;0
СавеловПК;0;0
СавинковВВ;0;0
СавинскийВЕ;0;0
СавицкийГК;0;0
СавицкийКА;0;2
СаврасовАК;0;23
СагайдачныйЕЯ;0;0
СаддИИ;0;0
СаксенКФ;0;0
СаксНЭ;0;0
СалаПО;0;0
СалтыковМД;0;0
СальмонЭФ;0;0
СамойловаАМ;1;0
СамойловаВА;1;0
СамойловПВ;0;0
СамокишНС;0;0
СамуйльсонЕФ;0;0
СапуновНН;0;5
СарьянМС;0;7
СаскоМА;0;0
СафоновАП;0;0
СахаровАА;0;0
СванИ;0;0
СварогВС;0;0
СведомскийПА;0;0
СверчковНЕ;0;1
СветлицкийГП;0;0
СвецаС;0;0
СвиридовБП;0;0
СвятославскийСИ;0;0
СевастьяновСА;0;0
СеверинИ;0;0
СеверовММ;0;0
СедловАФ;0;0
СедовГС;0;1
СейтгофПС;0;0
СелезневИФ;0;0
СеливачеваЕС;0;0
СеменоваАЕ;1;0
СеменовАН;0;0
Семенова-Тянь-ШанскаяВД;1;0
СемизороваГФ;0;0
СемирадскийГО;0;0
СергеевНА;0;0
СергеевНС;0;0
СеребряковаВ;1;0
СеребряковаЗЕ;1;3
СерегинПИ;0;0
СеровВ;0;0
СестрженцевичСС;0;0
СигнакП;0;0
СиливановичНП;0;0
СиливановичНЮ;0;0
СимовВА;0;0
СимонЛ;0;0
СиндинкО;0;0
Синоди-ПоповДМ;0;0
СиняверММ;0;0
СиренкоКГ;0;0
СиферсПЕ;0;0
Скадовский;0;0
СкалонАВ;0;0
СкворцевЯА;0;0
СкворцоваЮИ;1;0
СкворцовЯА;0;0
СкиргеллоАБ;0;0
СкиргеллоББ;0;0
СкляровПА;0;0
СкорняковХН;0;0
СкосаревскаяНП;1;0
СкуйеИА;0;0
СластионовАГ;0;0
СлепянМГ;0;0
Слободянюк-ПодолянСИ;0;0
СловцовАМ;0;0
СлыпянМГ;0;0
СмеловПА;0;0
Смирнова-ИвановаЕА;1;0
СмирновВС;0;0
СмирновНА;0;0
СмотрицкийПФ;0;0
СмукровичПИ;0;0
СнигиревскийАВ;0;0
СоколовАП;0;0
СоколовВИ;0;0
СоколовВП;0;0
СоколовК;0;0
Соколов-ОльховскийИО;0;0
СоколовскийЭК;0;0
СолнцеваГ;1;0
СоловьеваНП;0;0
СологубЛГ;0;0
СоломахаВМ;1;0
СоломкоСС;0;0
СоломонА;0;0
СоломоновМИ;0;0
СолунКИ;0;0
Сомова-ЗельдерАП;1;0
Сомова-МихайловаА;1;0
СомовК;0;0
СомовКА;0;16
Сорин;0;0
СосионковАВ;0;0
СотниковЕМ;0;0
СофроноваАФ;0;0
СпандиковЭК;0;0
СпасскийВВ;0;0
СпесивцевПН;0;0
СрединАВ;0;0
СтабровскийКА;0;0
СтадницкийПГ;0;0
СтанкевичЮА;0;0
СтаркАА;0;0
СтароносовП;0;0
Стахеева-КашкадамоваЕ;1;0
СтеллецкийДС;0;0
СтепановАС;0;5
СтепановаВН;1;0
СтепановАН;0;0
СтепановичКП;0;0
СтепановКП;0;0
СтеценкоАВ;0;0
СтигельР;0;0
СтилианудиАН;0;0
СтолицаЕИ;1;0
СтоляровКД;0;0
СтоляровНД;0;0
СторожевскийН;0;0
СтраховскийВК;0;0
СтрашинскийЛ;0;0
СтребловИБ;0;0
СтрелковскийАИ;0;0
Стрельникова;1;0
СтрубинскийВИ;0;0
СтрукГН;0;0
СтрунниковНИ;0;0
СубботинПИ;0;0
СудейкинСЮ;0;5
Судковская-СамокишЕП;1;0
СудковскийМС;0;0
СудковскийРГ;0;1
СудьбининСН;0;0
СумароковПС;0;0
СуреньянцВЯ;0;0
СуриковВИ;0;74
СусловВВ;0;0
СусловИА;0;0
СуходольскийПА;0;1
СухоровскийМГ;0;0
Сырнев;0;0
СыровВА;0;0
СычковФВ;0;0
ТаккеБА;0;0
ТалепоровскийВН;0;0
ТамановАИ;0;0
ТамбиВН;0;0
ТарховКД;0;0
ТарховНА;0;1
ТатевосянцЕМ;0;0
ТатлинЕВ;0;0
Таубе;0;0
ТаулоуФ;0;0
ТвердаяЕМ;0;0
ТворожниковИИ;0;0
ТерпиловскаяТН;1;0
ТерпсихоровНБ;0;0
ТеснерАА;0;0
ТеснерГГ;0;0
ТидекеАЭ;0;0
ТиевскийК;0;0
Тизенгаузен;0;0
ТильбергРХ;0;0
ТимашевАЕ;0;0
Тиморев;0;0
ТимофеевВС;0;0
ТимофеевВТ;0;0
ТимофеевГ;0;0
ТимусАК;0;0
ТихмироваЕН;1;0
Тихова-ФинкельштейнМЛ;1;0
ТиховВГ;0;0
ТихомировИВ;0;0
ТишинВЯ;0;0
ТищенкоН;0;0
ТкаченкоВИ;0;0
ТкаченкоМС;0;0
ТовастшернаКА;1;0
ТолстаяСИ;1;0
ТомашевичБТ;0;0
ТомбаК;0;0
ТомовФИ;0;0
ТопаловаОС;1;0
Топелиус-КиселеваЕК;1;0
ТоппелиусВФ;0;0
ТраилинСА;0;0
ТрамбицкийАЕ;0;0
ТраунбергВИ;0;0
Трембач;0;0
ТретьяковаОН;1;0
ТрифоновИТ;0;0
ТрифоновПВ;0;0
ТроновВА;0;0
ТроупянскийЯА;0;0
ТрофименкоНА;0;0
ТрояновскийВ;0;0
ТрояновскийОИ;0;0
ТрубецкаяОН;1;0
ТрубецкойП;0;8
ТружанскийЛВ;0;0
ТрутневИП;0;0
ТрутовскийКА;0;1
ТулуповСИ;0;0
ТупицынБИ;0;0
ТуржанскийЛВ;0;1
ТурлыгинЯП;0;0
ТурченкоЛГ;0;0
ТхоржевскаяТИ;1;0
ТычинкинММ;0;0
ТюринИА;0;0
УваровНМ;0;0
УводскаяЕВ;1;0
УдальцеваНА;1;0
УконинНА;0;0
УлинАА;0;0
УльнинИЕ;0;0
УльяновНП;0;0
УрлаубЕФ;0;0
УрлаубЛЯ;0;0
УткинП;0;0
УхановаАВ;1;0
УхтомскийСА;0;0
Ушаков-ПоскочинМВ;0;0
УшинАА;0;0
ФалилеевВД;0;0
ФаллизАГ;0;0
ФалькРР;0;1
ФеглерИГ;0;0
ФеддерсЮИ;0;0
ФедороваМА;0;0
ФедоровЕВ;0;0
ФедоровИК;0;0
ФедоровИП;0;0
ФедоровичВН;0;0
ФёдоровМС;0;0
ФедотовИ;0;0
ФельдманКА;0;0
ФельтенВФ;0;0
ФендикВК;0;0
ФеофилактовНП;0;0
Фетваджиан;0;0
Фибих;0;0
ФилиповКН;0;0
Филонов;0;0
ФильковичКИ;0;0
ФинкельштейнВЯ;0;0
ФлавицкийКД;0;0
ФовелинАИ;0;0
ФогельБА;0;0
Фоглер;0;0
ФокинНМ;0;1
ФоминИА;0;0
Фон БокАР;0;0
Фон ВистингаузенАА;0;0
Фон-Визен;0;0
Фонтано;0;0
Форен;0;0
ФорселлесА;0;0
ФранкГ;0;0
ФредерикЛ;0;0
Фрейвирт-ЛютцовОО;0;0
ФренцРФ;0;0
ФренцРР;0;0
ФроловАА;0;0
ФроловАП;0;0
ФроловВА;0;0
ФроловДП;0;0
ФроловскийП;0;0
ХалявинНФ;0;0
ХаритоновНВ;0;0
ХарламовАА;0;0
ХарламовМЕ;0;0
ХарламовМЯ;0;0
ХарламповичАА;0;0
ХижинскийЛС;0;0
ХимонаНП;1;0
ХлудовНГ;0;0
ХныгинЛА;0;0
ХолодовскийМИ;0;0
ХолявинНО;0;0
ХохряковНН;0;0
ХрамцовНА;0;0
ХреновАС;0;0
ХрусловЕМ;0;0
ХрусталевАИ;0;0
ХрусталевВЯ;0;0
ХрустачевНИ;0;0
ХудояровВП;0;0
Хутари;0;0
Царевская-НаумоваВК;1;0
ЦветковБИ;0;0
ЦейдлерВП;0;0
ЦейдлерКФ;0;0
ЦейдлерНА;0;0
ЦелинскийСО;0;0
ЦионглинскийИФ;0;0
ЦионглинскийЯФ;0;0
ЦириготтиНГ;0;0
Цурмюлен;0;0
ЦыхановскийММ;0;0
ЧагинФИ;0;0
ЧайковскаяОВ;1;0
ЧахровЯА;0;0
Чемберс-БилибинаМЯ;1;0
ЧепцовСМ;0;0
ЧереповАВ;0;0
ЧеркасовПА;0;0
ЧеркасскийАМ;0;0
Черневская-ШульцЕД;0;0
ЧерновВ;0;0
ЧерновНН;0;0
Чернов-ПлесскийЛМ;0;0
ЧернышевТП;0;0
ЧерчоповА;0;0
ЧесноковПВ;0;0
ЧехонинСВ;0;0
ЧижеваМИ;0;0
ЧижовМА;0;0
ЧикалинаМН;1;0
ЧириковАИ;0;0
ЧиркаФА;0;0
ЧиркинАД;0;0
ЧистосердовВ;0;0
ЧистяковПП;0;3
ЧичелевНИ;0;0
ЧугуновАИ;0;0
ЧуевЗХ;0;0
ЧуйкоМС;0;0
ЧумаковФП;0;0
ЧупятовЛТ;0;0
ЧурлянисНК;0;0
ШабунинНА;0;0
ШагалИ;0;0
ШалагиноваЕГ;1;0
ШамраевВП;0;0
ШамшинПМ;0;0
ШанксЭЯ;1;0
ШаньковскийБГ;0;0
ШапошниковаЕМ;1;0
ШараповДФ;0;0
ШариковНД;0;0
ШарлеманьАИ;0;1
ШарлеманьОА;0;0
ШатиловНИ;0;0
ШафранМЛ;0;0
ШаховскаяМА;1;0
ШаховскойНП;0;0
ШваревМС;0;0
ШебекоЕИ;0;0
ШевченкоАВ;0;1
ШелинговскийПА;0;0
ШелковыйСТ;0;0
ШельлхаутЛ;0;0
ШемякинМФ;0;0
ШендеревАС;0;0
ШервудЛВ;0;0
ШербиновскийДА;0;0
ШервашидзеАК;0;0
ШервудСЛ;0;0
ШереметевВВ;0;0
ШестеркинМИ;0;0
ШестопаловНИ;0;0
ШибановАГ;0;0
ШильдерАН;0;0
ШильцовПС;0;0
ШиповПД;0;0
ШитиковВД;0;0
ШишкинИИ;0;35
ШишковМА;0;0
ШкляревичКК;0;0
ШкольникИС;0;0
ШлейнНП;0;0
ШлейферНГ;0;0
ШлейфертЦЯ;0;0
ШлуглейтИМ;0;0
ШляковВД;0;0
ШмаковНН;0;0
ШмаровПД;0;0
ШмидтЕГ;0;0
ШолпоЕА;0;0
ШостаченкоАА;0;0
ШохинАН;0;0
ШохинДМ;0;0
ШперерЭФ;0;0
ШредерИН;0;0
ШрейберВП;0;0
ШрейберПП;0;0
ШренкГА;0;0
ШретерМВ;0;0
ШтейнманЛХ;0;0
ШтемберВК;0;0
ШтрасерВБ;0;0
ШтурманАИ;0;0
ШтюрцвагеЯ;0;0
ШульманСБ;0;0
Шульц-БертрамП;0;0
ШульцБН;0;0
ШульцВМ;0;0
ШульцеАГ;0;0
ШурыгинАА;0;0
ШухаеваЕН;0;0
ШухаевВИ;0;1
ЩанкинВН;0;0
ЩербаковВС;0;0
ЩербатовС;0;0
ЩербиновскийДА;0;0
ЩербовПЕ;0;0
ЩеткинНП;0;0
ЩукинПЕ;0;0
ЩукоВА;0;0
ЩусевАВ;0;0
ЭберлингАР;0;0
Эборович-ЗалысскаяЕ;0;0
ЭгизБИ;0;0
ЭдвардсБВ;0;0
ЭдельфельдтАА;0;0
ЭдуардсБВ;0;0
ЭйгесВР;0;0
Эйзгаузен;0;0
ЭйсенгардтИС;0;0
ЭйсмондФИ;0;0
ЭйсснерАП;0;0
ЭкгорстВЕ;0;0
ЭкгорстьВЕ;0;0
ЭкстерАА;0;1
ЭлертНЛ;0;0
Эльпе;0;0
ЭмерикАГ;0;0
ЭммеВВ;0;0
ЭндауроваЛМ;1;0
ЭнкельМ;0;0
ЭрихсонЛР;0;0
Эрнефельд;0;0
Эрро-Раута;0;0
ЭскинСС;0;0
ЭссенБН;0;0
ЭтлингерМВ;0;0
ЭшкишевичВ;0;0
ЭшлиманВК;0;0
ЮдинСП;0;0
Юнгблют;0;0
ЮнгеЕФ;1;0
Юнкер-КрамскаяСИ;1;0
ЮнонКФ;0;0
Юргенсон-СнигереваАП;0;0
ЯблочкинВА;0;0
ЯвленскийАА;0;0
ЯкобиВИ;0;2
ЯкобиСП;0;0
ЯковлевАЕ;0;3
Яковлева-ШапоринаЛВ;0;0
ЯковлевВИ;0;0
ЯковлевГГ;0;0
ЯковлевМН;0;0
ЯкуловГБ;0;0
ЯкунчиковаМ;1;0
ЯнковМД;0;0
ЯновАС;0;0
ЯновскийЛВ;0;0
ЯремичСП;0;0
ЯрошенкоНА;0;8
Яругский-ЭругаЯМ;0;0
ЯрцевГФ;0;0
ЯсинскийАА;0;0
ЯсинскийИИ;0;0
ЯстребцовНП;0;0
ЯстржембскийАС;0;0
ЯцимирскаяО;1;0
ЯцуньскийБ;0;0
